 -1.39626 -0.785398        -0  -2.18166         0   1.39626        -0	-0 -0 -0  0  0 -0 -0
 -1.39567 -0.785398         0  -2.18166        -0   1.39626         0	 1.18682        0        0 -5.1e-05   -1e-06  0.00013        0
 -1.39391 -0.785398         0  -2.18166        -0   1.39626        -0	  2.32594     3e-06         0 -0.000392    -1e-06  0.001008        -0
 -1.39104 -0.785398        -0  -2.18166        -0   1.39627        -0	  3.41878   1.1e-05    -1e-06 -0.001275    -3e-06  0.003274    -1e-06
  -1.3871 -0.785398        -0  -2.18167        -0   1.39627        -0	  4.46677   2.4e-05    -7e-06 -0.002906    -8e-06  0.007462    -4e-06
 -1.38213 -0.785398        -0  -2.18167        -0   1.39628        -0	  5.47126   4.6e-05    -2e-05 -0.005454  -2.1e-05  0.014004  -1.3e-05
 -1.37618 -0.785398        -0  -2.18168        -0    1.3963        -0	  6.43359   7.6e-05  -4.8e-05 -0.009053  -4.8e-05  0.023244    -3e-05
 -1.36928 -0.785398        -0  -2.18169        -0   1.39633        -0	  7.35505  0.000116  -9.8e-05 -0.013807  -9.7e-05  0.035447  -6.1e-05
 -1.36149 -0.785398        -0   -2.1817        -0   1.39637        -0	   8.2369  0.000166 -0.000182  -0.01979 -0.000179  0.050806 -0.000112
 -1.35283 -0.785398        -0  -2.18173    -1e-06   1.39643        -0	  9.08037  0.000227  -0.00031 -0.027053 -0.000306  0.069451  -0.00019
 -1.34335 -0.785397    -1e-06  -2.18176    -1e-06   1.39651    -1e-06	  9.88666  0.000298 -0.000497 -0.035626 -0.000492  0.091455 -0.000305
 -1.33307 -0.785397    -2e-06   -2.1818    -2e-06   1.39661    -1e-06	  10.6569  0.000378 -0.000755 -0.045516 -0.000752  0.116843 -0.000462
 -1.32205 -0.785397    -2e-06  -2.18185    -2e-06   1.39675    -1e-06	  11.3923  0.000468 -0.001102 -0.056718 -0.001103  0.145595 -0.000674
 -1.31031 -0.785396    -4e-06  -2.18191    -4e-06   1.39691    -2e-06	  12.0939  0.000567 -0.001553 -0.069207 -0.001562  0.177651 -0.000949
 -1.29788 -0.785395    -6e-06  -2.18199    -6e-06    1.3971    -3e-06	  12.7627  0.000673 -0.002122  -0.08295 -0.002144  0.212922 -0.001297
 -1.28479 -0.785395    -8e-06  -2.18208    -8e-06   1.39733    -5e-06	  13.3999  0.000785 -0.002828   -0.0979 -0.002868  0.251288 -0.001728
 -1.27109 -0.785394  -1.1e-05  -2.18218  -1.1e-05   1.39761    -7e-06	  14.0064  0.000902 -0.003685 -0.114001 -0.003751  0.292604  -0.00225
  -1.2568 -0.785393  -1.5e-05  -2.18231  -1.6e-05   1.39792    -9e-06	  14.5832  0.001022 -0.004708 -0.131189 -0.004807  0.336706 -0.002874
 -1.24194 -0.785392  -2.1e-05  -2.18245  -2.1e-05   1.39828  -1.3e-05	  15.1313  0.001142 -0.005911 -0.149395 -0.006052  0.383414 -0.003607
 -1.22655 -0.785391  -2.7e-05  -2.18261  -2.8e-05   1.39869  -1.7e-05	  15.6516  0.001262 -0.007307 -0.168543   -0.0075  0.432531 -0.004456
 -1.21065 -0.785389  -3.5e-05  -2.18278  -3.6e-05   1.39915  -2.2e-05	   16.145  0.001378 -0.008907 -0.188552 -0.009163  0.483853 -0.005429
 -1.19427 -0.785388  -4.5e-05  -2.18298  -4.6e-05   1.39966  -2.8e-05	  16.6124  0.001488  -0.01072 -0.209341 -0.011052  0.537165 -0.006532
 -1.17744 -0.785386  -5.7e-05   -2.1832  -5.8e-05   1.40022  -3.5e-05	  17.0546   0.00159 -0.012757 -0.230824 -0.013177  0.592246 -0.007769
 -1.16017 -0.785385  -7.1e-05  -2.18344  -7.3e-05   1.40084  -4.3e-05	  17.4725  0.001682 -0.015021 -0.252913 -0.015544  0.648873 -0.009144
 -1.14251 -0.785383  -8.7e-05  -2.18371    -9e-05   1.40152  -5.3e-05	  17.8669  0.001761  -0.01752 -0.275522  -0.01816   0.70682  -0.01066
 -1.12445 -0.785381 -0.000106    -2.184 -0.000109   1.40225  -6.5e-05	  18.2385  0.001824 -0.020255 -0.298563 -0.021027  0.765861 -0.012318
 -1.10604 -0.785379 -0.000128  -2.18431 -0.000132   1.40305  -7.8e-05	  18.5881   0.00187 -0.023228 -0.321949 -0.024149  0.825772 -0.014119
 -1.08729 -0.785377 -0.000152  -2.18464 -0.000157    1.4039  -9.3e-05	  18.9165  0.001896 -0.026437 -0.345593 -0.027523   0.88633 -0.016062
 -1.06822 -0.785376 -0.000181    -2.185 -0.000187   1.40482  -0.00011	  19.2243    0.0019 -0.029882 -0.369411 -0.031149  0.947318 -0.018144
 -1.04885 -0.785374 -0.000212  -2.18538  -0.00022    1.4058 -0.000129	  19.5123   0.00188 -0.033556  -0.39332 -0.035022   1.00852 -0.020364
  -1.0292 -0.785372 -0.000248  -2.18578 -0.000257   1.40684 -0.000151	  19.7812  0.001835 -0.037455  -0.41724 -0.039135   1.06974 -0.022716
  -1.0093  -0.78537 -0.000287  -2.18621 -0.000298   1.40794 -0.000175	  20.0315  0.001762  -0.04157 -0.441093 -0.043482   1.13077 -0.025196
-0.989147 -0.785368 -0.000331  -2.18667 -0.000344    1.4091 -0.000201	   20.264  0.001661 -0.045892 -0.464803 -0.048053   1.19141 -0.027797
-0.968776 -0.785367 -0.000379  -2.18714 -0.000394   1.41032  -0.00023	  20.4792  0.001529 -0.050411 -0.488298 -0.052837   1.25149 -0.030513
-0.948197 -0.785365 -0.000432  -2.18764  -0.00045    1.4116 -0.000262	  20.6778  0.001367 -0.055115 -0.511509 -0.057823   1.31082 -0.033336
-0.927428 -0.785364 -0.000489  -2.18817  -0.00051   1.41294 -0.000297	  20.8603  0.001174  -0.05999  -0.53437 -0.062995   1.36924 -0.036257
-0.906484 -0.785363 -0.000552  -2.18871 -0.000576   1.41434 -0.000335	  21.0273  0.000949 -0.065023  -0.55682 -0.068341   1.42659 -0.039268
-0.885381 -0.785362 -0.000619  -2.18928 -0.000647   1.41579 -0.000375	  21.1793  0.000693 -0.070198 -0.578798 -0.073843   1.48273 -0.042359
-0.864133 -0.785362 -0.000692  -2.18987 -0.000723    1.4173 -0.000419	  21.3169  0.000405   -0.0755 -0.600251 -0.079486    1.5375 -0.045519
-0.842754 -0.785361  -0.00077  -2.19048 -0.000806   1.41887 -0.000466	  21.4406   8.5e-05 -0.080912 -0.621126 -0.085252   1.59079 -0.048738
-0.821258 -0.785361 -0.000854  -2.19111 -0.000894   1.42048 -0.000517	  21.5509 -0.000264 -0.086416 -0.641376 -0.091122   1.64246 -0.052006
-0.799659 -0.785362 -0.000943  -2.19176 -0.000988   1.42215  -0.00057	  21.6483 -0.000644 -0.091995 -0.660956 -0.097079   1.69242  -0.05531
-0.777968 -0.785363 -0.001038  -2.19243 -0.001088   1.42387 -0.000627	  21.7332 -0.001051 -0.097631 -0.679826 -0.103102   1.74056 -0.058641
-0.756198 -0.785364 -0.001138  -2.19312 -0.001194   1.42563 -0.000688	  21.8061 -0.001485 -0.103307 -0.697948 -0.109174   1.78678 -0.061986
-0.734362 -0.785366 -0.001244  -2.19383 -0.001306   1.42744 -0.000751	  21.8675 -0.001943 -0.109003  -0.71529 -0.115275     1.831 -0.065334
-0.712469 -0.785368 -0.001356  -2.19455 -0.001425   1.42929 -0.000818	  21.9178 -0.002425 -0.114703  -0.73182 -0.121385   1.87316 -0.068674
-0.690531  -0.78537 -0.001474  -2.19529 -0.001549   1.43118 -0.000889	  21.9574 -0.002928 -0.120386 -0.747512 -0.127485   1.91318 -0.071996
-0.668559 -0.785374 -0.001597  -2.19604  -0.00168   1.43312 -0.000962	  21.9866  -0.00345 -0.126037 -0.762344 -0.133556     1.951 -0.075287
-0.646563 -0.785377 -0.001726  -2.19681 -0.001816   1.43509 -0.001039	   22.006 -0.003988 -0.131637 -0.776295 -0.139578   1.98659 -0.078537
-0.624552 -0.785382  -0.00186   -2.1976 -0.001959   1.43709 -0.001119	  22.0159  -0.00454  -0.13717 -0.789346 -0.145535   2.01989 -0.081736
-0.602536 -0.785386    -0.002  -2.19839 -0.002107   1.43912 -0.001203	  22.0166 -0.005102 -0.142618 -0.801486 -0.151408   2.05089 -0.084874
-0.580523 -0.785392 -0.002145   -2.1992 -0.002261   1.44119 -0.001289	  22.0085 -0.005673 -0.147966 -0.812702 -0.157179   2.07954 -0.087941
-0.558523 -0.785398 -0.002296  -2.20002 -0.002421   1.44328 -0.001378	   21.992 -0.006249 -0.153199 -0.822987 -0.162831   2.10584 -0.090928
-0.536543 -0.785404 -0.002452  -2.20085 -0.002587    1.4454 -0.001471	  21.9674 -0.006827 -0.158301 -0.832333 -0.168349   2.12976 -0.093827
-0.514592 -0.785411 -0.002612  -2.20168 -0.002758   1.44754 -0.001566	   21.935 -0.007404 -0.163258 -0.840739 -0.173717   2.15132 -0.096627
-0.492677 -0.785419 -0.002778  -2.20253 -0.002934    1.4497 -0.001664	  21.8951 -0.007978 -0.168059 -0.848204  -0.17892   2.17051 -0.099323
-0.470806 -0.785427 -0.002948  -2.20338 -0.003116   1.45188 -0.001765	  21.8481 -0.008546 -0.172689  -0.85473 -0.183945   2.18733 -0.101907
-0.448985 -0.785436 -0.003123  -2.20424 -0.003302   1.45408 -0.001868	  21.7942 -0.009103 -0.177137 -0.860319 -0.188778    2.2018 -0.104372
 -0.42722 -0.785446 -0.003303   -2.2051 -0.003493   1.45628 -0.001973	  21.7338 -0.009649 -0.181392 -0.864978 -0.193408   2.21393 -0.106712
 -0.40552 -0.785456 -0.003486  -2.20596 -0.003689    1.4585 -0.002081	  21.6671 -0.010178 -0.185444 -0.868715 -0.197822   2.22376 -0.108921
-0.383889 -0.785466 -0.003673  -2.20683 -0.003889   1.46073 -0.002191	  21.5944 -0.010689 -0.189285  -0.87154 -0.202012    2.2313 -0.110994
-0.362334 -0.785477 -0.003865  -2.20771 -0.004093   1.46296 -0.002303	   21.516  -0.01118 -0.192905 -0.873464 -0.205966   2.23658 -0.112927
 -0.34086 -0.785488 -0.004059  -2.20858   -0.0043    1.4652 -0.002417	  21.4321 -0.011646 -0.196298 -0.874498 -0.209676   2.23965 -0.114716
-0.319472   -0.7855 -0.004257  -2.20946 -0.004512   1.46744 -0.002532	  21.3429 -0.012087 -0.199456 -0.874659 -0.213137   2.24054 -0.116357
-0.298177 -0.785512 -0.004458  -2.21033 -0.004727   1.46968 -0.002649	  21.2487   -0.0125 -0.202375 -0.873962 -0.216339   2.23929 -0.117847
-0.276977 -0.785525 -0.004662   -2.2112 -0.004944   1.47192 -0.002768	  21.1498 -0.012882 -0.205049 -0.872423 -0.219277   2.23595 -0.119185
-0.255879 -0.785538 -0.004868  -2.21207 -0.005165   1.47415 -0.002888	  21.0464 -0.013231 -0.207474 -0.870061 -0.221947   2.23056 -0.120368
-0.234887 -0.785552 -0.005076  -2.21294 -0.005388   1.47638 -0.003009	  20.9386 -0.013545 -0.209647 -0.866895 -0.224344   2.22317 -0.121395
