 -1.39626 -0.785398        -0  -2.18166         0   1.39626        -0	-0 -0  0  0  0 -0 -0
 -1.39626 -0.785398        -0  -2.18166         0   1.39626        -0	  1.00542 -0.012228 -0.518885 -0.028409 -0.451173   0.01497  0.560182
 -1.39429 -0.785422 -0.001013  -2.18172  -0.00086   1.39629  0.000898	  1.93206 -0.023815 -0.987652 -0.052514 -0.817049  0.021001  0.675799
 -1.39193 -0.785452 -0.002209  -2.18178 -0.001819   1.39631   0.00158	  2.79596 -0.035556  -1.40585 -0.073032  -1.10108   0.02111  0.687724
 -1.38873 -0.785493 -0.003801  -2.18186 -0.003027   1.39633  0.002262	  3.60502 -0.048044  -1.77768 -0.090532  -1.31497  0.017466  0.677132
 -1.38474 -0.785548 -0.005744  -2.18196 -0.004419   1.39634  0.002931	  4.36424  -0.06169  -2.10759 -0.105428  -1.47011  0.011541  0.660622
 -1.38002 -0.785617 -0.007998  -2.18207 -0.005943   1.39635  0.003582	   5.0777 -0.076776  -2.39969 -0.118048  -1.57652  0.004374  0.642107
 -1.38002 -0.785617 -0.007998  -2.18207 -0.005943   1.39635  0.003582	   5.0777 -0.076776  -2.39969 -0.118048  -1.57652  0.004374  0.642107
 -1.37461 -0.785702 -0.010526  -2.18219 -0.007552   1.39635  0.004215	  5.74895  -0.09348  -2.65761 -0.128655  -1.64276 -0.003309  0.622656
 -1.36179 -0.785928 -0.016341  -2.18247 -0.010954   1.39633  0.005421	   7.0519 -0.134268  -3.14201 -0.145683  -1.74224 -0.023068  0.583382
 -1.36179 -0.785928 -0.016341  -2.18247 -0.010954   1.39633  0.005421	   7.0519 -0.134268  -3.14201 -0.145683  -1.74224 -0.023068  0.583382
 -1.34657 -0.786242  -0.02296  -2.18277 -0.014385   1.39627  0.006546	  8.16396 -0.181542  -3.47636 -0.156538  -1.68851 -0.035355  0.541693
 -1.33816 -0.786436 -0.026497  -2.18293 -0.016044   1.39623  0.007078	  8.65802 -0.207248  -3.59813  -0.15989  -1.63068 -0.039374  0.521023
 -1.33816 -0.786436 -0.026497  -2.18293 -0.016044   1.39623  0.007078	  8.65802 -0.207248  -3.59813  -0.15989  -1.63068 -0.039374  0.521023
 -1.31991 -0.786906 -0.033899  -2.18325 -0.019172   1.39615  0.008079	   9.5917  -0.26399  -3.80345 -0.163609  -1.49769 -0.046885  0.480206
 -1.31991 -0.786906 -0.033899  -2.18325 -0.019172   1.39615  0.008079	   9.5917  -0.26399  -3.80345 -0.163609  -1.49769 -0.046885  0.480206
 -1.31011 -0.787185 -0.037737  -2.18342  -0.02063    1.3961  0.008549	  10.0077 -0.293876  -3.87161 -0.164043  -1.41832 -0.048343  0.460307
  -1.2999 -0.787495 -0.041642  -2.18358 -0.022009   1.39605  0.008999	  10.4233 -0.325926  -3.93913 -0.163962  -1.33904 -0.049898  0.440519
 -1.28928 -0.787837 -0.045608  -2.18375 -0.023307     1.396   0.00943	  10.8163 -0.359089  -3.99204 -0.163164  -1.25713 -0.050585  0.421164
 -1.27827 -0.788213 -0.049619  -2.18391 -0.024522   1.39595  0.009842	  11.5357 -0.427988  -4.05492 -0.159929   -1.0868 -0.048401  0.383599
 -1.25522 -0.789068 -0.057719  -2.18423 -0.026698   1.39585  0.010611	  11.8508 -0.462332  -4.06019 -0.157229  -1.00532 -0.046108  0.369626
 -1.24322 -0.789548 -0.061776  -2.18438 -0.027661   1.39581  0.010971	  12.1437 -0.496797  -4.05216 -0.154085 -0.921733 -0.043182    0.3493
 -1.23094 -0.790062 -0.065819  -2.18454 -0.028543   1.39577  0.011311	  12.4206 -0.531389  -4.03538 -0.150567 -0.840746 -0.039761  0.331808
 -1.23094 -0.790062 -0.065819  -2.18454 -0.028543   1.39577  0.011311	  12.4206 -0.531389  -4.03538 -0.150567 -0.840746 -0.039761  0.331808
 -1.20558 -0.791194  -0.07384  -2.18483 -0.030068   1.39569  0.011942	  12.9435 -0.601568  -3.98495 -0.143035 -0.684802 -0.030644  0.298944
 -1.19252 -0.791813 -0.077806  -2.18497 -0.030717   1.39567  0.012233	  13.1761 -0.635774   -3.9453 -0.138604  -0.61291 -0.026341  0.283567
 -1.19252 -0.791813 -0.077806  -2.18497 -0.030717   1.39567  0.012233	  13.1761 -0.635774   -3.9453 -0.138604  -0.61291 -0.026341  0.283567
 -1.16572 -0.793152 -0.085604  -2.18524 -0.031805   1.39562   0.01277	  13.6145 -0.704004  -3.85273 -0.129727 -0.475976 -0.015191  0.253755
 -1.15201 -0.793872 -0.089428  -2.18537  -0.03225   1.39561  0.013017	  13.8087 -0.736677  -3.79536 -0.124785 -0.414009 -0.010261  0.239631
 -1.13811 -0.794625 -0.093192  -2.18549 -0.032635    1.3956   0.01325	  13.9916 -0.768606  -3.73322 -0.119804 -0.355304 -0.004934  0.225953
 -1.13811 -0.794625 -0.093192  -2.18549 -0.032635    1.3956   0.01325	  13.9916 -0.768606  -3.73322 -0.119804 -0.355304 -0.004934  0.225953
 -1.12404 -0.795409 -0.096893  -2.18561 -0.032963    1.3956  0.013469	  14.3352 -0.830947   -3.5996 -0.110201 -0.244647  0.008066  0.199467
 -1.10979 -0.796224 -0.100526  -2.18572 -0.033235    1.3956  0.013675	  14.3352 -0.830947   -3.5996 -0.110201 -0.244647  0.008066  0.199467
 -1.09537  -0.79707  -0.10409  -2.18583 -0.033456   1.39562   0.01387	  14.4918 -0.860379  -3.52894 -0.104928 -0.198591  0.013318   0.19049
 -1.06609 -0.798849 -0.110996  -2.18603 -0.033757   1.39566  0.014225	  14.7838 -0.917587  -3.37564 -0.095638 -0.103314  0.027918  0.163181
 -1.06609 -0.798849 -0.110996  -2.18603 -0.033757   1.39566  0.014225	  14.9067 -0.943299  -3.29187 -0.090429 -0.062378  0.032613  0.151165
 -1.03628 -0.800735 -0.117581  -2.18621 -0.033885   1.39572   0.01453	  15.0271 -0.968044  -3.20957 -0.085275 -0.027116  0.037782   0.14336
  -1.0212 -0.801714 -0.120747  -2.18629 -0.033894   1.39576  0.014666	  15.1336 -0.991178  -3.12145 -0.080429  0.009075  0.043193  0.129912
 -1.00602 -0.802716 -0.123823  -2.18637 -0.033868   1.39581  0.014791	  15.2328  -1.01293  -3.03173 -0.075725  0.042766  0.048728  0.118881
 -1.00602 -0.802716 -0.123823  -2.18637 -0.033868   1.39581  0.014791	  15.2328  -1.01293  -3.03173 -0.075725  0.042766  0.048728  0.118881
-0.975367 -0.804783 -0.129704  -2.18651  -0.03372   1.39592  0.015008	   15.417  -1.05302  -2.84944 -0.067077  0.104926  0.061586  0.098292
 -0.95991 -0.805845 -0.132507  -2.18657 -0.033601   1.39598  0.015101	  15.4955  -1.07041  -2.75631 -0.062648  0.131601   0.06638  0.088902
-0.944379 -0.806923 -0.135217  -2.18663 -0.033457   1.39605  0.015186	  15.5679  -1.08632  -2.66253 -0.058433  0.156231  0.071315  0.079684
-0.944379 -0.806923 -0.135217  -2.18663 -0.033457   1.39605  0.015186	  15.5679  -1.08632  -2.66253 -0.058433  0.156231  0.071315  0.079684
 -0.91311 -0.809124 -0.140353  -2.18674   -0.0331    1.3962  0.015327	  15.7008  -1.11433  -2.47409 -0.050862  0.201265  0.082815  0.061622
-0.897382 -0.810244  -0.14278  -2.18679 -0.032889   1.39629  0.015385	  15.7559  -1.12569   -2.3794 -0.047118  0.220366  0.087017  0.053264
-0.881601 -0.811375 -0.145112  -2.18684  -0.03266   1.39638  0.015434	  15.8059  -1.13554   -2.2848 -0.043632  0.237872  0.091317  0.045072
-0.881601 -0.811375 -0.145112  -2.18684  -0.03266   1.39638  0.015434	  15.8059  -1.13554   -2.2848 -0.043632  0.237872  0.091317  0.045072
-0.865772 -0.812515  -0.14735  -2.18688 -0.032414   1.39647  0.015475	  15.8508  -1.14388  -2.19043 -0.040388  0.253884  0.095601  0.037103
-0.849899 -0.813662 -0.149493  -2.18692 -0.032152   1.39657  0.015508	  15.8959   -1.1513  -2.09626 -0.037546  0.269538  0.101288  0.028994
-0.833983 -0.814817 -0.151543  -2.18696 -0.031875   1.39667  0.015533	 15.9363 -1.15721  -2.0025 -0.03494 0.283781 0.106893 0.021105
-0.818029 -0.815976 -0.153498  -2.18699 -0.031585   1.39678   0.01555	   15.972  -1.16159   -1.9092 -0.032449  0.296658  0.111794   0.01357
-0.802041 -0.817139 -0.155361  -2.18702 -0.031283   1.39689   0.01556	  16.0031  -1.16446   -1.8165 -0.030067  0.308265  0.115937  0.006397
-0.769984  -0.81947 -0.158811  -2.18708 -0.030646   1.39713  0.015559	  16.0526  -1.16576  -1.63336 -0.025852  0.328023  0.122766 -0.007269
-0.753924 -0.820635 -0.160399   -2.1871 -0.030314   1.39726  0.015549	   16.067   -1.1639   -1.5437 -0.024098  0.335704  0.124569 -0.013572
-0.737851 -0.821798 -0.161898  -2.18712 -0.029975   1.39738  0.015532	   16.078  -1.16071  -1.45518 -0.022716  0.342533  0.126709 -0.019787
 -0.72177 -0.822956  -0.16331  -2.18715 -0.029629   1.39751   0.01551	  16.0855  -1.15621  -1.36788  -0.02166  0.348574  0.128971 -0.025836
-0.705682  -0.82411 -0.164635  -2.18717 -0.029278   1.39764  0.015481	  16.0897  -1.15043  -1.28186 -0.020904  0.353885  0.131231 -0.031714
-0.689592 -0.825257 -0.165874  -2.18719 -0.028922   1.39777  0.015446	  16.0909  -1.14339  -1.19719 -0.020431  0.358522  0.133415  -0.03741
-0.673502 -0.826396  -0.16703  -2.18721 -0.028561   1.39791  0.015406	   16.089  -1.13515  -1.11391 -0.020232  0.362536  0.135479  -0.04293
-0.657415 -0.827527 -0.168103  -2.18723 -0.028197   1.39804  0.015361	  16.0841  -1.12573  -1.03207 -0.020304  0.365975  0.137396 -0.048282
-0.641335 -0.828647 -0.169094  -2.18725 -0.027829   1.39818   0.01531	  16.0765  -1.11517 -0.951726  -0.02064  0.368886  0.139147 -0.053471
-0.625264 -0.829757 -0.170007  -2.18727 -0.027459   1.39832  0.015254	  16.0662  -1.10351 -0.872899  -0.02124  0.371312   0.14073 -0.058493
-0.625264 -0.829757 -0.170007  -2.18727 -0.027459   1.39832  0.015254	  16.0662  -1.10351 -0.872899  -0.02124  0.371312   0.14073 -0.058493
-0.609204 -0.830854 -0.170841  -2.18729 -0.027087   1.39846  0.015193	  16.0408  -1.07707   -0.7191 -0.023071  0.375061  0.144168 -0.068426
-0.593157 -0.831938 -0.171598  -2.18731 -0.026713   1.39861  0.015127	  16.0408  -1.07707   -0.7191 -0.023071  0.375061  0.144168 -0.068426
-0.561103 -0.834063 -0.172892  -2.18736 -0.025963    1.3989  0.014985	  16.0281   -1.0627 -0.647632 -0.024172    0.3741   0.14522 -0.070165
-0.561103 -0.834063 -0.172892  -2.18736 -0.025963    1.3989  0.014985	  16.0106  -1.04704 -0.574289 -0.025617  0.375109  0.146544 -0.074729
-0.529132 -0.836123 -0.173894  -2.18742 -0.025208   1.39919  0.014819	  15.9626   -1.0125 -0.429496 -0.029533  0.379151  0.148313 -0.090466
-0.513183 -0.837126  -0.17429  -2.18745 -0.024829   1.39934  0.014728	  15.9356 -0.994264 -0.361901  -0.03192  0.379167  0.148247 -0.090809
-0.497262 -0.838111 -0.174618  -2.18748  -0.02445   1.39949  0.014636	  15.9065 -0.975236 -0.296023 -0.034563  0.378877  0.148183 -0.093826
-0.497262 -0.838111 -0.174618  -2.18748  -0.02445   1.39949  0.014636	  15.9065 -0.975236 -0.296023 -0.034563  0.378877  0.148183 -0.093826
-0.481371 -0.839076 -0.174882  -2.18752 -0.024071   1.39964   0.01454	  15.8447 -0.934814 -0.168458  -0.04031  0.377753   0.14823 -0.101046
-0.449681 -0.840946 -0.175222   -2.1876 -0.023317   1.39993   0.01434	  15.8147 -0.914022 -0.109954 -0.043416  0.374904  0.148095 -0.101942
-0.433885 -0.841849 -0.175302  -2.18764 -0.022942   1.40008  0.014235	  15.7776 -0.892304 -0.050497 -0.047031  0.374341  0.147506  -0.10718
-0.418127 -0.842731 -0.175323  -2.18769 -0.022568   1.40023  0.014126	  15.7388 -0.870012   0.00732 -0.050857  0.373637  0.146846 -0.110786
